"Date","Demographic_category","Administered_Dose1","Series_Complete_Yes","Administered_Dose1_pct_agegroup","Series_Complete_Pop_pct_agegroup","census"
"2020-12-15","Sex_known",0,0,0,0,0
"2020-12-14","Sex_known",0,0,0,0,0
"2020-12-13","Sex_known",0,0,0,0,0
"2021-05-19","Sex_Female",77552604,61801592,50.4,40.2,153892887
"2021-05-18","Sex_Female",77196009,61363106,50.2,39.9,153892887
"2021-05-17","Sex_Female",76943504,61084818,50,39.7,153892887
"2021-05-16","Sex_Female",76622020,60728713,49.8,39.5,153892887
"2021-05-15","Sex_Female",76211629,60209685,49.5,39.1,153892887
"2021-05-14","Sex_Female",75769110,59545487,49.2,38.7,153892887
"2021-05-13","Sex_Female",75483046,58991012,49,38.3,153892887
"2021-05-12","Sex_Female",75184023,58381345,48.9,37.9,153892887
"2021-05-11","Sex_Female",74952705,57912931,48.7,37.6,153892887
"2021-05-10","Sex_Female",74676403,57456079,48.5,37.3,153892887
"2021-05-09","Sex_Female",74356126,56869241,48.3,37,153892887
"2021-05-08","Sex_Female",73992114,56125012,48.1,36.5,153892887
"2021-05-07","Sex_Female",73582981,55332044,47.8,36,153892887
"2021-05-06","Sex_Female",73084851,54452529,47.5,35.4,153892887
"2021-05-05","Sex_Female",72478922,53628833,47.1,34.8,153892887
"2021-05-04","Sex_Female",72177055,53111864,46.9,34.5,153892887
"2021-05-03","Sex_Female",72003124,52810844,46.8,34.3,153892887
"2021-05-02","Sex_Female",71795910,52473384,46.7,34.1,153892887
"2021-05-01","Sex_Female",71419687,51848883,46.4,33.7,153892887
"2021-04-30","Sex_Female",70796705,50921286,46,33.1,153892887
"2021-04-29","Sex_Female",70299414,50155686,45.7,32.6,153892887
"2021-04-28","Sex_Female",69803998,49421220,45.4,32.1,153892887
"2021-04-27","Sex_Female",69376290,48816652,45.1,31.7,153892887
"2021-04-26","Sex_Female",69031961,48420715,44.9,31.5,153892887
"2021-04-25","Sex_Female",68575926,47880601,44.6,31.1,153892887
"2021-04-24","Sex_Female",67970069,47075681,44.2,30.6,153892887
"2021-04-23","Sex_Female",67318735,46177098,43.7,30,153892887
"2021-04-22","Sex_Female",66675853,45285441,43.3,29.4,153892887
"2021-04-21","Sex_Female",66068574,44521094,42.9,28.9,153892887
"2021-04-20","Sex_Female",65535541,43880761,42.6,28.5,153892887
"2021-04-19","Sex_Female",65100436,43469258,42.3,28.2,153892887
"2021-04-18","Sex_Female",64628393,42950855,42,27.9,153892887
"2021-04-17","Sex_Female",63801270,42045224,41.5,27.3,153892887
"2021-04-16","Sex_Female",62974979,41137670,40.9,26.7,153892887
"2021-04-15","Sex_Female",62034041,40207472,40.3,26.1,153892887
"2021-04-14","Sex_Female",61172371,39349281,39.7,25.6,153892887
"2021-04-13","Sex_Female",60327572,38622316,39.2,25.1,153892887
"2021-04-12","Sex_Female",59670827,38028465,38.8,24.7,153892887
"2021-04-11","Sex_Female",58944935,37337699,38.3,24.3,153892887
"2021-04-10","Sex_Female",57988216,36401449,37.7,23.7,153892887
"2021-04-09","Sex_Female",56897855,35367807,37,23,153892887
"2021-04-08","Sex_Female",55831006,34432544,36.3,22.4,153892887
"2021-04-07","Sex_Female",54896890,33587083,35.7,21.8,153892887
"2021-04-06","Sex_Female",54133981,32898353,35.2,21.4,153892887
"2021-04-05","Sex_Female",52289716,31311487,34,20.3,153892887
"2021-04-04","Sex_Female",52286929,31308290,34,20.3,153892887
"2021-04-03","Sex_Female",52277638,31297173,34,20.3,153892887
"2021-04-02","Sex_Female",51210122,30402504,33.3,19.8,153892887
"2021-04-01","Sex_Female",50115228,29538735,32.6,19.2,153892887
"2021-03-31","Sex_Female",49234247,28824917,32,18.7,153892887
"2021-03-30","Sex_Female",48517663,28254399,31.5,18.4,153892887
"2021-03-29","Sex_Female",48056006,27863887,31.2,18.1,153892887
"2021-03-28","Sex_Female",47411898,27338653,30.8,17.8,153892887
"2021-03-27","Sex_Female",46504430,26598479,30.2,17.3,153892887
"2021-03-26","Sex_Female",45496990,25890712,29.6,16.8,153892887
"2021-03-25","Sex_Female",44459052,25268246,28.9,16.4,153892887
"2021-03-24","Sex_Female",43594960,24773336,28.3,16.1,153892887
"2021-03-23","Sex_Female",42791566,24333266,27.8,15.8,153892887
"2021-03-22","Sex_Female",42224670,24004086,27.4,15.6,153892887
"2021-03-21","Sex_Female",41562471,23604091,27,15.3,153892887
"2021-03-20","Sex_Female",40574237,23029915,26.4,15,153892887
"2021-03-19","Sex_Female",39548411,22448028,25.7,14.6,153892887
"2021-03-18","Sex_Female",38733119,21954635,25.2,14.3,153892887
"2021-03-17","Sex_Female",37873301,21437535,24.6,13.9,153892887
"2021-03-16","Sex_Female",37140834,20926605,24.1,13.6,153892887
"2021-03-15","Sex_Female",36609894,20548892,23.8,13.4,153892887
"2021-03-14","Sex_Female",35970465,20115584,23.4,13.1,153892887
"2021-03-13","Sex_Female",35093221,19543391,22.8,12.7,153892887
"2021-03-12","Sex_Female",33879012,18810431,22,12.2,153892887
"2021-03-11","Sex_Female",32991576,18185299,21.4,11.8,153892887
"2021-03-10","Sex_Female",32208194,17676519,20.9,11.5,153892887
"2021-03-09","Sex_Female",31573022,17283528,20.5,11.2,153892887
"2021-03-08","Sex_Female",31083908,16989586,20.2,11,153892887
"2021-03-07","Sex_Female",30519751,16612658,19.8,10.8,153892887
"2021-03-06","Sex_Female",29741202,16090076,19.3,10.5,153892887
"2021-03-05","Sex_Female",28852949,15518771,18.7,10.1,153892887
"2021-03-04","Sex_Female",28120981,15048587,18.3,9.8,153892887
"2021-03-03","Sex_Female",27545559,14635558,17.9,9.5,153892887
"2021-03-02","Sex_Female",27012007,14258311,17.6,9.3,153892887
"2021-03-01","Sex_Female",26542624,13975235,17.2,9.1,153892887
"2021-02-28","Sex_Female",26019208,13569621,16.9,8.8,153892887
"2021-02-27","Sex_Female",25337222,13005868,16.5,8.5,153892887
"2021-02-26","Sex_Female",24707809,12442747,16.1,8.1,153892887
"2021-02-25","Sex_Female",24140993,11892423,15.7,7.7,153892887
"2021-02-24","Sex_Female",23701741,11438492,15.4,7.4,153892887
"2021-02-23","Sex_Female",23344169,11078916,15.2,7.2,153892887
"2021-02-22","Sex_Female",23146820,10866084,15,7.1,153892887
"2021-02-21","Sex_Female",22880439,10546016,14.9,6.9,153892887
"2021-02-20","Sex_Female",22449672,10014156,14.6,6.5,153892887
"2021-02-19","Sex_Female",22021317,9547068,14.3,6.2,153892887
"2021-02-18","Sex_Female",21510485,9065898,14,5.9,153892887
"2021-02-17","Sex_Female",21121490,8697729,13.7,5.7,153892887
"2021-02-16","Sex_Female",20810713,8458646,13.5,5.5,153892887
"2021-02-15","Sex_Female",20598959,8274809,13.4,5.4,153892887
"2021-02-14","Sex_Female",20174750,7963697,13.1,5.2,153892887
"2021-02-13","Sex_Female",19541721,7415952,12.7,4.8,153892887
"2021-02-12","Sex_Female",18911729,6871294,12.3,4.5,153892887
"2021-02-11","Sex_Female",18362972,6391811,11.9,4.2,153892887
"2021-02-10","Sex_Female",17917164,6020021,11.6,3.9,153892887
"2021-02-09","Sex_Female",17465141,5673641,11.3,3.7,153892887
"2021-02-08","Sex_Female",17162610,5485022,11.2,3.6,153892887
"2021-02-07","Sex_Female",16769001,5266518,10.9,3.4,153892887
"2021-02-06","Sex_Female",16163113,4820181,10.5,3.1,153892887
"2021-02-05","Sex_Female",15482497,4364878,10.1,2.8,153892887
"2021-02-04","Sex_Female",14992826,4056305,9.7,2.6,153892887
"2021-02-03","Sex_Female",14535124,3757443,9.4,2.4,153892887
"2021-02-02","Sex_Female",14203834,3579799,9.2,2.3,153892887
"2021-02-01","Sex_Female",13967372,3489245,9.1,2.3,153892887
"2021-01-31","Sex_Female",13533236,3325410,8.8,2.2,153892887
"2021-01-30","Sex_Female",12916721,3080990,8.4,2,153892887
"2021-01-29","Sex_Female",12293137,2799520,8,1.8,153892887
"2021-01-28","Sex_Female",11690040,2490852,7.6,1.6,153892887
"2021-01-27","Sex_Female",11176748,2236249,7.3,1.5,153892887
"2021-01-26","Sex_Female",10765921,2054432,7,1.3,153892887
"2021-01-25","Sex_Female",10433069,1986924,6.8,1.3,153892887
"2021-01-24","Sex_Female",10006120,1899871,6.5,1.2,153892887
"2021-01-23","Sex_Female",9356463,1772682,6.1,1.2,153892887
"2021-01-22","Sex_Female",8745117,1616078,5.7,1.1,153892887
"2021-01-21","Sex_Female",8148738,1408912,5.3,0.9,153892887
"2021-01-20","Sex_Female",7757588,1272643,5,0.8,153892887
"2021-01-19","Sex_Female",7412856,1186101,4.8,0.8,153892887
"2021-01-18","Sex_Female",7195827,1151954,4.7,0.7,153892887
"2021-01-17","Sex_Female",6860514,1109701,4.5,0.7,153892887
"2021-01-16","Sex_Female",6355674,1036178,4.1,0.7,153892887
"2021-01-15","Sex_Female",5814365,930998,3.8,0.6,153892887
"2021-01-14","Sex_Female",5368702,780998,3.5,0.5,153892887
"2021-01-13","Sex_Female",5017134,623681,3.3,0.4,153892887
"2021-01-12","Sex_Female",4683090,479124,3,0.3,153892887
"2021-01-11","Sex_Female",4501499,428890,2.9,0.3,153892887
"2021-01-10","Sex_Female",4274291,355685,2.8,0.2,153892887
"2021-01-09","Sex_Female",3876827,209503,2.5,0.1,153892887
"2021-01-08","Sex_Female",3511790,106212,2.3,0.1,153892887
"2021-01-07","Sex_Female",3134534,48369,2,0,153892887
"2021-01-06","Sex_Female",2820426,18254,1.8,0,153892887
"2021-01-05","Sex_Female",2582032,8364,1.7,0,153892887
"2021-01-04","Sex_Female",2495053,7741,1.6,0,153892887
"2021-01-03","Sex_Female",2379109,7338,1.5,0,153892887
"2021-01-02","Sex_Female",2279959,7028,1.5,0,153892887
"2021-01-01","Sex_Female",2063711,6387,1.3,0,153892887
"2020-12-31","Sex_Female",1739145,5326,1.1,0,153892887
"2020-12-30","Sex_Female",1478255,4283,1,0,153892887
"2020-12-29","Sex_Female",1258046,2966,0.8,0,153892887
"2020-12-28","Sex_Female",1190533,2629,0.8,0,153892887
"2020-12-27","Sex_Female",1134322,2506,0.7,0,153892887
"2020-12-26","Sex_Female",1089391,2374,0.7,0,153892887
"2020-12-25","Sex_Female",979443,2058,0.6,0,153892887
"2020-12-24","Sex_Female",740868,1561,0.5,0,153892887
"2020-12-23","Sex_Female",536074,1102,0.3,0,153892887
"2020-12-22","Sex_Female",394373,872,0.3,0,153892887
"2020-12-21","Sex_Female",324593,668,0.2,0,153892887
"2020-12-20","Sex_Female",244402,432,0.2,0,153892887
"2020-12-19","Sex_Female",114540,226,0.1,0,153892887
"2020-12-18","Sex_Female",39574,53,0,0,153892887
"2020-12-17","Sex_Female",8365,8,0,0,153892887
"2020-12-16","Sex_Female",0,0,0,0,153892887
"2021-05-19","Race_eth_unknown",57798798,40642750,0,0,0
"2021-05-18","Race_eth_unknown",57595139,40407296,0,0,0
"2021-05-17","Race_eth_unknown",57455753,40274638,0,0,0
"2021-05-16","Race_eth_unknown",57283903,40116264,0,0,0
"2021-05-15","Race_eth_unknown",57066555,39893339,0,0,0
"2021-05-14","Race_eth_unknown",56812748,39585719,0,0,0
"2021-05-13","Race_eth_unknown",56636724,39316548,0,0,0
"2021-05-12","Race_eth_unknown",56450152,39026186,0,0,0
"2021-05-11","Race_eth_unknown",56310209,38810372,0,0,0
"2021-05-10","Race_eth_unknown",56169584,38642259,0,0,0
"2021-05-09","Race_eth_unknown",55979837,38386833,0,0,0
"2021-05-08","Race_eth_unknown",55760058,38048838,0,0,0
"2021-05-07","Race_eth_unknown",55503420,37658986,0,0,0
"2021-05-06","Race_eth_unknown",55158909,37097350,0,0,0
"2021-05-05","Race_eth_unknown",54754562,36555093,0,0,0
"2021-05-04","Race_eth_unknown",54524558,36209747,0,0,0
"2021-05-03","Race_eth_unknown",54386930,36028156,0,0,0
"2021-05-02","Race_eth_unknown",54196991,35761856,0,0,0
"2021-05-01","Race_eth_unknown",53875475,35286801,0,0,0
"2021-04-30","Race_eth_unknown",53317880,34560179,0,0,0
"2021-04-29","Race_eth_unknown",52937731,34080096,0,0,0
"2021-04-28","Race_eth_unknown",52550066,33597724,0,0,0
"2021-04-27","Race_eth_unknown",52207768,33200194,0,0,0
"2021-04-26","Race_eth_unknown",51929424,32950918,0,0,0
"2021-04-25","Race_eth_unknown",51532644,32565807,0,0,0
"2021-04-24","Race_eth_unknown",50983998,31970797,0,0,0
"2021-04-23","Race_eth_unknown",50417626,31305874,0,0,0
"2021-04-22","Race_eth_unknown",49904897,30711527,0,0,0
"2021-04-21","Race_eth_unknown",49430058,30212056,0,0,0
"2021-04-20","Race_eth_unknown",48986110,29774966,0,0,0
"2021-04-19","Race_eth_unknown",48604456,29455904,0,0,0
"2021-04-18","Race_eth_unknown",48209236,29116989,0,0,0
"2021-04-17","Race_eth_unknown",47510214,28506855,0,0,0
"2021-04-16","Race_eth_unknown",46823522,27878267,0,0,0
"2021-04-15","Race_eth_unknown",45933255,27164849,0,0,0
"2021-04-14","Race_eth_unknown",45231820,26554776,0,0,0
"2021-04-13","Race_eth_unknown",44505876,26088591,0,0,0
"2021-04-12","Race_eth_unknown",44082766,25731414,0,0,0
"2021-04-11","Race_eth_unknown",43569890,25314315,0,0,0
"2021-04-10","Race_eth_unknown",42771873,24621989,0,0,0
"2021-04-09","Race_eth_unknown",41870022,23888102,0,0,0
"2021-04-08","Race_eth_unknown",41018101,23213169,0,0,0
"2021-04-07","Race_eth_unknown",40334084,22661068,0,0,0
"2021-04-06","Race_eth_unknown",39753094,22210292,0,0,0
"2021-04-05","Race_eth_unknown",38299867,21138980,0,0,0
"2021-04-04","Race_eth_unknown",38297840,21136788,0,0,0
"2021-04-03","Race_eth_unknown",38292298,21130910,0,0,0
"2021-04-02","Race_eth_unknown",37484672,20543104,0,0,0
"2021-04-01","Race_eth_unknown",36711759,20036302,0,0,0
"2021-03-31","Race_eth_unknown",36064599,19579442,0,0,0
"2021-03-30","Race_eth_unknown",35539547,19221629,0,0,0
"2021-03-29","Race_eth_unknown",35163838,18960476,0,0,0
"2021-03-28","Race_eth_unknown",34683253,18628385,0,0,0
"2021-03-27","Race_eth_unknown",33950094,18155966,0,0,0
"2021-03-26","Race_eth_unknown",33186963,17707886,0,0,0
"2021-03-25","Race_eth_unknown",32350819,17272100,0,0,0
"2021-03-24","Race_eth_unknown",31656274,16942260,0,0,0
"2021-03-23","Race_eth_unknown",31024904,16623887,0,0,0
"2021-03-22","Race_eth_unknown",30518410,16365652,0,0,0
"2021-03-21","Race_eth_unknown",29990321,16084325,0,0,0
"2021-03-20","Race_eth_unknown",29225448,15657518,0,0,0
"2021-03-19","Race_eth_unknown",28405767,15239819,0,0,0
"2021-03-18","Race_eth_unknown",27788872,14884880,0,0,0
"2021-03-17","Race_eth_unknown",27119641,14499612,0,0,0
"2021-03-16","Race_eth_unknown",26491708,14095336,0,0,0
"2021-03-15","Race_eth_unknown",25984361,13747289,0,0,0
"2021-03-14","Race_eth_unknown",25446759,13395289,0,0,0
"2021-03-13","Race_eth_unknown",24806371,12998353,0,0,0
"2021-03-12","Race_eth_unknown",24103706,12590464,0,0,0
"2021-03-11","Race_eth_unknown",23491044,12149775,0,0,0
"2021-03-10","Race_eth_unknown",22948078,11795510,0,0,0
"2021-03-09","Race_eth_unknown",22512452,11561406,0,0,0
"2021-03-08","Race_eth_unknown",22111285,11327429,0,0,0
"2021-03-07","Race_eth_unknown",21705041,11074216,0,0,0
"2021-03-06","Race_eth_unknown",21111761,10726233,0,0,0
"2021-03-05","Race_eth_unknown",20437862,10334598,0,0,0
"2021-03-04","Race_eth_unknown",19865225,10016257,0,0,0
"2021-03-03","Race_eth_unknown",19478998,9770120,0,0,0
"2021-03-02","Race_eth_unknown",19086827,9515895,0,0,0
"2021-03-01","Race_eth_unknown",18611057,9260861,0,0,0
"2021-02-28","Race_eth_unknown",18212498,8957329,0,0,0
"2021-02-27","Race_eth_unknown",17719825,8605529,0,0,0
"2021-02-26","Race_eth_unknown",17240255,8211908,0,0,0
"2021-02-25","Race_eth_unknown",16828665,7827914,0,0,0
"2021-02-24","Race_eth_unknown",16526808,7511459,0,0,0
"2021-02-23","Race_eth_unknown",16284229,7272525,0,0,0
"2021-02-22","Race_eth_unknown",16120790,7102251,0,0,0
"2021-02-21","Race_eth_unknown",15922015,6886489,0,0,0
"2021-02-20","Race_eth_unknown",15572215,6520136,0,0,0
"2021-02-19","Race_eth_unknown",15239175,6175524,0,0,0
"2021-02-18","Race_eth_unknown",14853730,5826098,0,0,0
"2021-02-17","Race_eth_unknown",14550602,5554358,0,0,0
"2021-02-16","Race_eth_unknown",14321624,5394354,0,0,0
"2021-02-15","Race_eth_unknown",14078402,5222889,0,0,0
"2021-02-14","Race_eth_unknown",13717762,4979368,0,0,0
"2021-02-13","Race_eth_unknown",13337788,4694986,0,0,0
"2021-02-12","Race_eth_unknown",12968110,4408400,0,0,0
"2021-02-11","Race_eth_unknown",12638464,4140202,0,0,0
"2021-02-10","Race_eth_unknown",12372742,3937822,0,0,0
"2021-02-09","Race_eth_unknown",12090035,3733781,0,0,0
"2021-02-08","Race_eth_unknown",11862709,3595406,0,0,0
"2021-02-07","Race_eth_unknown",11652133,3477779,0,0,0
"2021-02-06","Race_eth_unknown",11303245,3245293,0,0,0
"2021-02-05","Race_eth_unknown",10879529,2963193,0,0,0
"2021-02-04","Race_eth_unknown",10599636,2778206,0,0,0
"2021-02-03","Race_eth_unknown",10292359,2564114,0,0,0
"2021-02-02","Race_eth_unknown",10093085,2430583,0,0,0
"2021-02-01","Race_eth_unknown",9939121,2366371,0,0,0
"2021-01-31","Race_eth_unknown",9663622,2259749,0,0,0
"2021-01-30","Race_eth_unknown",9269579,2101252,0,0,0
"2021-01-29","Race_eth_unknown",8833403,1903069,0,0,0
"2021-01-28","Race_eth_unknown",8405334,1688258,0,0,0
"2021-01-27","Race_eth_unknown",8091164,1520531,0,0,0
"2021-01-26","Race_eth_unknown",7836120,1394284,0,0,0
"2021-01-25","Race_eth_unknown",7622863,1351857,0,0,0
"2021-01-24","Race_eth_unknown",7384929,1303716,0,0,0
"2021-01-23","Race_eth_unknown",6983721,1224226,0,0,0
"2021-01-22","Race_eth_unknown",6531048,1103711,0,0,0
"2021-01-21","Race_eth_unknown",6110311,963226,0,0,0
"2021-01-20","Race_eth_unknown",5810236,871519,0,0,0
"2021-01-19","Race_eth_unknown",5575581,821102,0,0,0
"2021-01-18","Race_eth_unknown",5440457,803658,0,0,0
"2021-01-17","Race_eth_unknown",5213651,778118,0,0,0
"2021-01-16","Race_eth_unknown",4841429,726574,0,0,0
"2021-01-15","Race_eth_unknown",4394705,648022,0,0,0
"2021-01-14","Race_eth_unknown",4056398,544646,0,0,0
"2021-01-13","Race_eth_unknown",3774199,436587,0,0,0
"2021-01-12","Race_eth_unknown",3508041,338970,0,0,0
"2021-01-11","Race_eth_unknown",3360064,305814,0,0,0
"2021-01-10","Race_eth_unknown",3210005,256731,0,0,0
"2021-01-09","Race_eth_unknown",2885922,151967,0,0,0
"2021-01-08","Race_eth_unknown",2614878,78448,0,0,0
"2021-01-07","Race_eth_unknown",2331853,37177,0,0,0
"2021-01-06","Race_eth_unknown",2109258,15519,0,0,0
"2021-01-05","Race_eth_unknown",1935191,7655,0,0,0
"2021-01-04","Race_eth_unknown",1896362,7166,0,0,0
"2021-01-03","Race_eth_unknown",1820504,6653,0,0,0
"2021-01-02","Race_eth_unknown",1752765,6391,0,0,0
"2021-01-01","Race_eth_unknown",1594516,5965,0,0,0
"2020-12-31","Race_eth_unknown",1361586,5061,0,0,0
"2020-12-30","Race_eth_unknown",1161297,3938,0,0,0
"2020-12-29","Race_eth_unknown",996700,2533,0,0,0
"2020-12-28","Race_eth_unknown",938902,2132,0,0,0
"2020-12-27","Race_eth_unknown",903140,2006,0,0,0
"2020-12-26","Race_eth_unknown",859997,1858,0,0,0
"2020-12-25","Race_eth_unknown",769421,1529,0,0,0
"2020-12-24","Race_eth_unknown",568146,1064,0,0,0
"2020-12-23","Race_eth_unknown",415531,756,0,0,0
"2020-12-22","Race_eth_unknown",317035,582,0,0,0
"2020-12-21","Race_eth_unknown",260854,443,0,0,0
"2020-12-20","Race_eth_unknown",195118,331,0,0,0
"2020-12-19","Race_eth_unknown",95715,208,0,0,0
"2020-12-18","Race_eth_unknown",35102,61,0,0,0
"2020-12-17","Race_eth_unknown",7148,3,0,0,0
"2020-12-16","Race_eth_unknown",572,0,0,0,0
"2021-05-19","Race_eth_NHWhite",55539367,48696779,29.9,26.3,185445418
"2021-05-18","Race_eth_NHWhite",55270584,48347201,29.8,26.1,185445418
"2021-05-17","Race_eth_NHWhite",55072592,48115782,29.7,25.9,185445418
"2021-05-16","Race_eth_NHWhite",54843454,47836480,29.6,25.8,185445418
"2021-05-15","Race_eth_NHWhite",54524013,47404454,29.4,25.6,185445418
"2021-05-14","Race_eth_NHWhite",54200986,46865512,29.2,25.3,185445418
"2021-05-13","Race_eth_NHWhite",53987725,46388934,29.1,25,185445418
"2021-05-12","Race_eth_NHWhite",53767540,45861333,29,24.7,185445418
"2021-05-11","Race_eth_NHWhite",53605953,45458844,28.9,24.5,185445418
"2021-05-10","Race_eth_NHWhite",53363852,45012179,28.8,24.3,185445418
"2021-05-09","Race_eth_NHWhite",53135357,44530065,28.7,24,185445418
"2021-05-08","Race_eth_NHWhite",52870816,43909335,28.5,23.7,185445418
"2021-05-07","Race_eth_NHWhite",52581923,43232996,28.4,23.3,185445418
"2021-05-06","Race_eth_NHWhite",52232889,42506222,28.2,22.9,185445418
"2021-05-05","Race_eth_NHWhite",51703088,41775253,27.9,22.5,185445418
"2021-05-04","Race_eth_NHWhite",51499287,41352411,27.8,22.3,185445418
"2021-05-03","Race_eth_NHWhite",51376826,41097288,27.7,22.2,185445418
"2021-05-02","Race_eth_NHWhite",51257808,40858634,27.6,22,185445418
"2021-05-01","Race_eth_NHWhite",51012327,40380245,27.5,21.8,185445418
"2021-04-30","Race_eth_NHWhite",50615686,39669774,27.3,21.4,185445418
"2021-04-29","Race_eth_NHWhite",50244378,39003442,27.1,21,185445418
"2021-04-28","Race_eth_NHWhite",49897206,38386017,26.9,20.7,185445418
"2021-04-27","Race_eth_NHWhite",49613733,37883955,26.8,20.4,185445418
"2021-04-26","Race_eth_NHWhite",49382197,37567101,26.6,20.3,185445418
"2021-04-25","Race_eth_NHWhite",49091260,37148852,26.5,20,185445418
"2021-04-24","Race_eth_NHWhite",48699913,36503953,26.3,19.7,185445418
"2021-04-23","Race_eth_NHWhite",48271656,35788251,26,19.3,185445418
"2021-04-22","Race_eth_NHWhite",47802484,35018703,25.8,18.9,185445418
"2021-04-21","Race_eth_NHWhite",47361516,34355262,25.5,18.5,185445418
"2021-04-20","Race_eth_NHWhite",46994985,33830360,25.3,18.2,185445418
"2021-04-19","Race_eth_NHWhite",46742706,33538287,25.2,18.1,185445418
"2021-04-18","Race_eth_NHWhite",46415518,33107204,25,17.9,185445418
"2021-04-17","Race_eth_NHWhite",45867267,32370448,24.7,17.5,185445418
"2021-04-16","Race_eth_NHWhite",45286382,31613436,24.4,17,185445418
"2021-04-15","Race_eth_NHWhite",44689159,30888030,24.1,16.7,185445418
"2021-04-14","Race_eth_NHWhite",44090210,30189859,23.8,16.3,185445418
"2021-04-13","Race_eth_NHWhite",43518338,29558407,23.5,15.9,185445418
"2021-04-12","Race_eth_NHWhite",43000668,29055488,23.2,15.7,185445418
"2021-04-11","Race_eth_NHWhite",42432250,28447090,22.9,15.3,185445418
"2021-04-10","Race_eth_NHWhite",41745907,27704421,22.5,14.9,185445418
"2021-04-09","Race_eth_NHWhite",40877400,26800718,22,14.5,185445418
"2021-04-08","Race_eth_NHWhite",40063645,26034513,21.6,14,185445418
"2021-04-07","Race_eth_NHWhite",39326530,25320071,21.2,13.7,185445418
"2021-04-06","Race_eth_NHWhite",38751173,24760910,20.9,13.4,185445418
